gamename,Period,avg
ARK: Survival Evolved,19,31316.81
ARK: Survival Evolved,18,32923.02
ARK: Survival Evolved,17,37334.83
ARK: Survival Evolved,16,35210.62
ARK: Survival Evolved,15,39067.7
ARK: Survival Evolved,14,42386.9
ARK: Survival Evolved,13,39182.24
ARK: Survival Evolved,12,35385.63
ARK: Survival Evolved,11,35664.04
ARK: Survival Evolved,10,37747.59
ARK: Survival Evolved,9,39054.41
ARK: Survival Evolved,8,32092.93
ARK: Survival Evolved,7,32862.44
ARK: Survival Evolved,6,38020.88
ARK: Survival Evolved,5,35498.3
ARK: Survival Evolved,4,45057.02
ARK: Survival Evolved,3,46764.79
ARK: Survival Evolved,2,42871.49
ARK: Survival Evolved,1,5.28
Destiny 2,17,59394.05
Destiny 2,16,44864.92
Destiny 2,15,67000.69
Destiny 2,14,99899.97
Destiny 2,13,50809.4
Destiny 2,12,53312.41
Destiny 2,11,64263.74
Destiny 2,10,68439.75
Destiny 2,9,77550.23
Destiny 2,8,51837.42
Destiny 2,7,66219.64
Destiny 2,6,77571.4
Destiny 2,5,63048.62
Destiny 2,4,65955.1
Destiny 2,3,92170.98
Destiny 2,2,107955.77
Destiny 2,1,165307.82
Sid Meier's Civilization VI,53,41715.13
Sid Meier's Civilization VI,52,36731.49
Sid Meier's Civilization VI,51,32816.95
Sid Meier's Civilization VI,50,33946.42
Sid Meier's Civilization VI,49,32493.92
Sid Meier's Civilization VI,48,31139.08
Sid Meier's Civilization VI,47,33710.97
Sid Meier's Civilization VI,46,37644.69
Sid Meier's Civilization VI,45,39799.04
Sid Meier's Civilization VI,44,41792.36
Sid Meier's Civilization VI,43,43558.23
Sid Meier's Civilization VI,42,35834.93
Sid Meier's Civilization VI,41,30070.95
Sid Meier's Civilization VI,40,32745.53
Sid Meier's Civilization VI,39,29679.81
Sid Meier's Civilization VI,38,23640.35
Sid Meier's Civilization VI,37,24954.09
Sid Meier's Civilization VI,36,21842.94
Sid Meier's Civilization VI,35,22745.93
Sid Meier's Civilization VI,34,26017.47
Sid Meier's Civilization VI,33,21863.4
Sid Meier's Civilization VI,32,23746.31
Sid Meier's Civilization VI,31,24275.05
Sid Meier's Civilization VI,30,35119.27
Sid Meier's Civilization VI,29,41695.61
Sid Meier's Civilization VI,28,26721.18
Sid Meier's Civilization VI,27,26756.61
Sid Meier's Civilization VI,26,20466.88
Sid Meier's Civilization VI,25,18062.55
Sid Meier's Civilization VI,24,16817.78
Sid Meier's Civilization VI,23,16604.36
Sid Meier's Civilization VI,22,17653.15
Sid Meier's Civilization VI,21,16495.24
Sid Meier's Civilization VI,20,17178.07
Sid Meier's Civilization VI,19,18458.56
Sid Meier's Civilization VI,18,23396.86
Sid Meier's Civilization VI,17,33383.23
Sid Meier's Civilization VI,16,24494.88
Sid Meier's Civilization VI,15,20156.27
Sid Meier's Civilization VI,14,16304.86
Sid Meier's Civilization VI,13,15183.7
Sid Meier's Civilization VI,12,14059.3
Sid Meier's Civilization VI,11,15663.95
Sid Meier's Civilization VI,10,16390.29
Sid Meier's Civilization VI,9,14475.75
Sid Meier's Civilization VI,8,15461.46
Sid Meier's Civilization VI,7,16457.99
Sid Meier's Civilization VI,6,17493.03
Sid Meier's Civilization VI,5,18554.36
Sid Meier's Civilization VI,4,22798.32
Sid Meier's Civilization VI,3,24448.75
Sid Meier's Civilization VI,2,40282.56
Sid Meier's Civilization VI,1,85934.24
PAYDAY 2,103,26164.82
PAYDAY 2,102,29201.19
PAYDAY 2,101,30042.9
PAYDAY 2,100,31999.64
PAYDAY 2,99,29746.94
PAYDAY 2,98,28495.77
PAYDAY 2,97,31718.94
PAYDAY 2,96,30649.83
PAYDAY 2,95,29398.47
PAYDAY 2,94,35338.15
PAYDAY 2,93,25319.54
PAYDAY 2,92,21027.94
PAYDAY 2,91,18555.42
PAYDAY 2,90,20294.08
PAYDAY 2,89,24293.44
PAYDAY 2,88,28520.82
PAYDAY 2,87,11366.29
PAYDAY 2,86,9533.44
PAYDAY 2,85,10991.91
PAYDAY 2,84,14420.25
PAYDAY 2,83,9656.1
PAYDAY 2,82,9289.78
PAYDAY 2,81,7923.24
PAYDAY 2,80,7694.13
PAYDAY 2,79,8544.67
PAYDAY 2,78,9556.7
PAYDAY 2,77,13910.37
PAYDAY 2,76,14515.53
PAYDAY 2,75,12563.07
PAYDAY 2,74,12398.73
PAYDAY 2,73,16014.57
PAYDAY 2,72,23875.53
PAYDAY 2,71,25880.28
PAYDAY 2,70,26969.03
PAYDAY 2,69,28489.83
PAYDAY 2,68,31802.64
PAYDAY 2,67,33034.63
PAYDAY 2,66,32810.9
PAYDAY 2,65,36786.11
PAYDAY 2,64,37052.26
PAYDAY 2,63,43218.68
PAYDAY 2,62,36370
PAYDAY 2,61,41585.08
PAYDAY 2,60,55126.4
PAYDAY 2,59,80779.88
PAYDAY 2,58,8958.99
PAYDAY 2,57,16205.8
PAYDAY 2,56,7164.58
PAYDAY 2,55,10786.49
PAYDAY 2,54,9812.31
PAYDAY 2,53,9658.08
PAYDAY 2,52,10628.98
PAYDAY 2,51,14543.49
PAYDAY 2,50,7841.13
PAYDAY 2,49,8363.55
PAYDAY 2,48,14500.3
PAYDAY 2,47,14852.36
PAYDAY 2,46,7086.68
PAYDAY 2,45,11196.9
PAYDAY 2,44,11656.06
PAYDAY 2,43,11371.32
PAYDAY 2,42,15847.69
PAYDAY 2,41,13089.32
PAYDAY 2,40,13660.61
PAYDAY 2,39,17046.6
PAYDAY 2,38,11898.11
PAYDAY 2,37,16450.02
PAYDAY 2,36,12318.47
PAYDAY 2,35,13673.41
PAYDAY 2,34,7879.36
PAYDAY 2,33,11518.3
PAYDAY 2,32,27031.23
PAYDAY 2,31,8797.82
PAYDAY 2,30,14174.72
PAYDAY 2,29,15913.14
PAYDAY 2,28,19787.63
PAYDAY 2,27,22766.07
PAYDAY 2,26,9856.53
PAYDAY 2,25,13578.25
PAYDAY 2,24,23715.34
PAYDAY 2,23,19795.08
PAYDAY 2,22,6270.88
PAYDAY 2,21,7485.55
PAYDAY 2,20,9971.62
PAYDAY 2,19,4933.55
PAYDAY 2,18,7091.43
PAYDAY 2,17,7296.12
PAYDAY 2,16,5513.66
PAYDAY 2,15,5388.48
PAYDAY 2,14,10972.14
PAYDAY 2,13,16650.14
PAYDAY 2,12,7.49
PAYDAY 2,11,13.27
PAYDAY 2,10,7.58
PAYDAY 2,9,4
PAYDAY 2,8,4.06
PAYDAY 2,7,5.4
PAYDAY 2,6,1.48
PAYDAY 2,5,0
PAYDAY 2,4,0
PAYDAY 2,3,0
PAYDAY 2,2,0
PAYDAY 2,1,0
Wallpaper Engine,54,41441.43
Wallpaper Engine,53,44647.85
Wallpaper Engine,52,40570.33
Wallpaper Engine,51,36057.62
Wallpaper Engine,50,32493.44
Wallpaper Engine,49,33944.49
Wallpaper Engine,48,35429.43
Wallpaper Engine,47,33497.4
Wallpaper Engine,46,30173.18
Wallpaper Engine,45,29694.4
Wallpaper Engine,44,27277.34
Wallpaper Engine,43,24957.25
Wallpaper Engine,42,20443.22
Wallpaper Engine,41,17000.55
Wallpaper Engine,40,15294.79
Wallpaper Engine,39,13632.5
Wallpaper Engine,38,12839.75
Wallpaper Engine,37,12781.13
Wallpaper Engine,36,12282.33
Wallpaper Engine,35,11481.45
Wallpaper Engine,34,10874.37
Wallpaper Engine,33,10531.86
Wallpaper Engine,32,10227.09
Wallpaper Engine,31,9443.47
Wallpaper Engine,30,9513.52
Wallpaper Engine,29,10030.61
Wallpaper Engine,28,9356.55
Wallpaper Engine,27,8948.53
Wallpaper Engine,26,7718.85
Wallpaper Engine,25,7762.73
Wallpaper Engine,24,7806.81
Wallpaper Engine,23,8035.07
Wallpaper Engine,22,7697.82
Wallpaper Engine,21,7620.81
Wallpaper Engine,20,7721.59
Wallpaper Engine,19,7353.5
Wallpaper Engine,18,6783.73
Wallpaper Engine,17,7176.52
Wallpaper Engine,16,6851.55
Wallpaper Engine,15,6103.28
Wallpaper Engine,14,5920.53
Wallpaper Engine,13,5981.11
Wallpaper Engine,12,5496.23
Wallpaper Engine,11,6065.92
Wallpaper Engine,10,6839.14
Wallpaper Engine,9,6711.2
Wallpaper Engine,8,6943.57
Wallpaper Engine,7,8934.56
Wallpaper Engine,6,8184.55
Wallpaper Engine,5,7395.17
Wallpaper Engine,4,1518.74
Wallpaper Engine,3,44.33
Wallpaper Engine,2,44.24
Wallpaper Engine,1,0.13
Warframe,98,39209.96
Warframe,97,36124.14
Warframe,96,35990.05
Warframe,95,39914.02
Warframe,94,41298.79
Warframe,93,56330.88
Warframe,92,59629.02
Warframe,91,39385.15
Warframe,90,44830.35
Warframe,89,49687.06
Warframe,88,56318.77
Warframe,87,52827.37
Warframe,86,40934.88
Warframe,85,36264.08
Warframe,84,47143.02
Warframe,83,46092.73
Warframe,82,34398.86
Warframe,81,42482.22
Warframe,80,53195.56
Warframe,79,55902.24
Warframe,78,42673.26
Warframe,77,50580.69
Warframe,76,56574.51
Warframe,75,62800.49
Warframe,74,46224.26
Warframe,73,52754.51
Warframe,72,53727.55
Warframe,71,61486.55
Warframe,70,49718.26
Warframe,69,51794.26
Warframe,68,68891.69
Warframe,67,76594.91
Warframe,66,56623.46
Warframe,65,42942.86
Warframe,64,50342.17
Warframe,63,48090.92
Warframe,62,49035.45
Warframe,61,45177.56
Warframe,60,51379.97
Warframe,59,56500.44
Warframe,58,61908.82
Warframe,57,37028.11
Warframe,56,39967.39
Warframe,55,39002.18
Warframe,54,25902.03
Warframe,53,27781.24
Warframe,52,30576.4
Warframe,51,30723.66
Warframe,50,28398.25
Warframe,49,31734.9
Warframe,48,33678.45
Warframe,47,29817.19
Warframe,46,20888.62
Warframe,45,22775.92
Warframe,44,26548.41
Warframe,43,28526.17
Warframe,42,26326.93
Warframe,41,26597.98
Warframe,40,27145.55
Warframe,39,33747.55
Warframe,38,31909.25
Warframe,37,30709.56
Warframe,36,33253.8
Warframe,35,21333.4
Warframe,34,27713.64
Warframe,33,22067.78
Warframe,32,29160.01
Warframe,31,19936.29
Warframe,30,18366.27
Warframe,29,20930.54
Warframe,28,22097.66
Warframe,27,21233.34
Warframe,26,18378.74
Warframe,25,17919.54
Warframe,24,19376.33
Warframe,23,16896.78
Warframe,22,15736.98
Warframe,21,15803.16
Warframe,20,16466.05
Warframe,19,15222.36
Warframe,18,12148.9
Warframe,17,11609.02
Warframe,16,14372.52
Warframe,15,12379
Warframe,14,13652.84
Warframe,13,11660.84
Warframe,12,11115.69
Warframe,11,9220.75
Warframe,10,8937.68
Warframe,9,9716.62
Warframe,8,8831.78
Warframe,7,9605.6
Warframe,6,10774.41
Warframe,5,10338.53
Warframe,4,12329.65
Warframe,3,1960.13
Warframe,2,0
Warframe,1,0
Euro Truck Simulator 2,98,23637.94
Euro Truck Simulator 2,97,24090.05
Euro Truck Simulator 2,96,23951.65
Euro Truck Simulator 2,95,19963.44
Euro Truck Simulator 2,94,19126.06
Euro Truck Simulator 2,93,15842.5
Euro Truck Simulator 2,92,17248.12
Euro Truck Simulator 2,91,19619.5
Euro Truck Simulator 2,90,19808.94
Euro Truck Simulator 2,89,21015.77
Euro Truck Simulator 2,88,28667.3
Euro Truck Simulator 2,87,20550.79
Euro Truck Simulator 2,86,18775.39
Euro Truck Simulator 2,85,18884.25
Euro Truck Simulator 2,84,21789.6
Euro Truck Simulator 2,83,16751.04
Euro Truck Simulator 2,82,15735.83
Euro Truck Simulator 2,81,14632.46
Euro Truck Simulator 2,80,15450.65
Euro Truck Simulator 2,79,17600.56
Euro Truck Simulator 2,78,16294.59
Euro Truck Simulator 2,77,15017.38
Euro Truck Simulator 2,76,14678.95
Euro Truck Simulator 2,75,16045.36
Euro Truck Simulator 2,74,17181.98
Euro Truck Simulator 2,73,19168.42
Euro Truck Simulator 2,72,20117.58
Euro Truck Simulator 2,71,15594.96
Euro Truck Simulator 2,70,15744.16
Euro Truck Simulator 2,69,16386.89
Euro Truck Simulator 2,68,15699.03
Euro Truck Simulator 2,67,16256.37
Euro Truck Simulator 2,66,15569.11
Euro Truck Simulator 2,65,14985.22
Euro Truck Simulator 2,64,12691.43
Euro Truck Simulator 2,63,13970.67
Euro Truck Simulator 2,62,15830.38
Euro Truck Simulator 2,61,19978.48
Euro Truck Simulator 2,60,21311.87
Euro Truck Simulator 2,59,14238.48
Euro Truck Simulator 2,58,12165.85
Euro Truck Simulator 2,57,12762.26
Euro Truck Simulator 2,56,13770.82
Euro Truck Simulator 2,55,15847.17
Euro Truck Simulator 2,54,12879.98
Euro Truck Simulator 2,53,14125.61
Euro Truck Simulator 2,52,10963
Euro Truck Simulator 2,51,9640.58
Euro Truck Simulator 2,50,11128.42
Euro Truck Simulator 2,49,14045.22
Euro Truck Simulator 2,48,12650.52
Euro Truck Simulator 2,47,9627.76
Euro Truck Simulator 2,46,9394.55
Euro Truck Simulator 2,45,8605.78
Euro Truck Simulator 2,44,9545.62
Euro Truck Simulator 2,43,10286.94
Euro Truck Simulator 2,42,8916.16
Euro Truck Simulator 2,41,8715.03
Euro Truck Simulator 2,40,7681.8
Euro Truck Simulator 2,39,8234.14
Euro Truck Simulator 2,38,9682.49
Euro Truck Simulator 2,37,13443.43
Euro Truck Simulator 2,36,11525.04
Euro Truck Simulator 2,35,8573.88
Euro Truck Simulator 2,34,8028.5
Euro Truck Simulator 2,33,7330.84
Euro Truck Simulator 2,32,8057.18
Euro Truck Simulator 2,31,7593.97
Euro Truck Simulator 2,30,8695.34
Euro Truck Simulator 2,29,7912.64
Euro Truck Simulator 2,28,5373.96
Euro Truck Simulator 2,27,5446.55
Euro Truck Simulator 2,26,6238.86
Euro Truck Simulator 2,25,7699.35
Euro Truck Simulator 2,24,8730.33
Euro Truck Simulator 2,23,5134.44
Euro Truck Simulator 2,22,4919.26
Euro Truck Simulator 2,21,4385.56
Euro Truck Simulator 2,20,4655.67
Euro Truck Simulator 2,19,4591.98
Euro Truck Simulator 2,18,4300.72
Euro Truck Simulator 2,17,3391.42
Euro Truck Simulator 2,16,2107.86
Euro Truck Simulator 2,15,1577.08
Euro Truck Simulator 2,14,1575.11
Euro Truck Simulator 2,13,2292.69
Euro Truck Simulator 2,12,2446.96
Euro Truck Simulator 2,11,1363.69
Euro Truck Simulator 2,10,1204.41
Euro Truck Simulator 2,9,1133.11
Euro Truck Simulator 2,8,1037.07
Euro Truck Simulator 2,7,1365.65
Euro Truck Simulator 2,6,488.02
Euro Truck Simulator 2,5,617.98
Euro Truck Simulator 2,4,783.62
Euro Truck Simulator 2,3,948.87
Euro Truck Simulator 2,2,1003.92
Euro Truck Simulator 2,1,1235.3
Stardew Valley,63,38304.69
Stardew Valley,62,57166.55
Stardew Valley,61,29620.71
Stardew Valley,60,13803.92
Stardew Valley,59,12060.05
Stardew Valley,58,13509.32
Stardew Valley,57,16653.25
Stardew Valley,56,19955.32
Stardew Valley,55,15209.37
Stardew Valley,54,20487.19
Stardew Valley,53,29951.17
Stardew Valley,52,27388.06
Stardew Valley,51,23697.16
Stardew Valley,50,24356.22
Stardew Valley,49,24148.56
Stardew Valley,48,10855.15
Stardew Valley,47,8932.42
Stardew Valley,46,9272.7
Stardew Valley,45,11018.6
Stardew Valley,44,15367.12
Stardew Valley,43,12358.4
Stardew Valley,42,12474.06
Stardew Valley,41,12541.68
Stardew Valley,40,13166.6
Stardew Valley,39,12724.38
Stardew Valley,38,15249.15
Stardew Valley,37,11160.12
Stardew Valley,36,9503.04
Stardew Valley,35,10052.58
Stardew Valley,34,11765.47
Stardew Valley,33,16887.2
Stardew Valley,32,16584.14
Stardew Valley,31,17362.42
Stardew Valley,30,27545.52
Stardew Valley,29,7529.59
Stardew Valley,28,8053.63
Stardew Valley,27,9034.82
Stardew Valley,26,11707.09
Stardew Valley,25,9824.1
Stardew Valley,24,8676.5
Stardew Valley,23,8141.78
Stardew Valley,22,6869.32
Stardew Valley,21,8847.55
Stardew Valley,20,15538.17
Stardew Valley,19,8904.65
Stardew Valley,18,7882.63
Stardew Valley,17,7653.56
Stardew Valley,16,9693.01
Stardew Valley,15,9887.94
Stardew Valley,14,11798.85
Stardew Valley,13,7975.97
Stardew Valley,12,6878.95
Stardew Valley,11,9257.17
Stardew Valley,10,4372.38
Stardew Valley,9,5507.66
Stardew Valley,8,9299.77
Stardew Valley,7,7569.66
Stardew Valley,6,9654.49
Stardew Valley,5,19843.44
Stardew Valley,4,34947.46
Stardew Valley,3,1594.72
Stardew Valley,2,0.53
Stardew Valley,1,0.6
Garry's Mod,104,27741.26
Garry's Mod,103,28054.43
Garry's Mod,102,24362.55
Garry's Mod,101,24014.45
Garry's Mod,100,22775.04
Garry's Mod,99,22396.92
Garry's Mod,98,28184.07
Garry's Mod,97,29238.95
Garry's Mod,96,29114.99
Garry's Mod,95,31974.56
Garry's Mod,94,38758.97
Garry's Mod,93,32020.84
Garry's Mod,92,24805.03
Garry's Mod,91,26582.47
Garry's Mod,90,24260.67
Garry's Mod,89,21533.76
Garry's Mod,88,20281.2
Garry's Mod,87,21126.43
Garry's Mod,86,27440.08
Garry's Mod,85,30954.39
Garry's Mod,84,29240.97
Garry's Mod,83,24490.16
Garry's Mod,82,25250.17
Garry's Mod,81,25679.06
Garry's Mod,80,26411.74
Garry's Mod,79,29084.3
Garry's Mod,78,25707.03
Garry's Mod,77,24460.87
Garry's Mod,76,22775.26
Garry's Mod,75,22735.23
Garry's Mod,74,31232.3
Garry's Mod,73,34369.55
Garry's Mod,72,30091.8
Garry's Mod,71,24846.09
Garry's Mod,70,25247.24
Garry's Mod,69,26730.24
Garry's Mod,68,28612.59
Garry's Mod,67,31755.37
Garry's Mod,66,28716.43
Garry's Mod,65,26034.59
Garry's Mod,64,25844.08
Garry's Mod,63,26093.66
Garry's Mod,62,34217.31
Garry's Mod,61,34957.69
Garry's Mod,60,32517.43
Garry's Mod,59,27900.38
Garry's Mod,58,30715.42
Garry's Mod,57,28481.79
Garry's Mod,56,31924.18
Garry's Mod,55,34615.14
Garry's Mod,54,31132.16
Garry's Mod,53,26867.82
Garry's Mod,52,26279.18
Garry's Mod,51,26077.93
Garry's Mod,50,36244.91
Garry's Mod,49,38341.36
Garry's Mod,48,34747.04
Garry's Mod,47,29271.56
Garry's Mod,46,30769.9
Garry's Mod,45,30958.2
Garry's Mod,44,34290.27
Garry's Mod,43,37432.83
Garry's Mod,42,32256.64
Garry's Mod,41,26362.12
Garry's Mod,40,25704.15
Garry's Mod,39,25602.28
Garry's Mod,38,36006.78
Garry's Mod,37,34007.61
Garry's Mod,36,31106.29
Garry's Mod,35,27762.35
Garry's Mod,34,29433.28
Garry's Mod,33,30297.82
Garry's Mod,32,34120.43
Garry's Mod,31,36142.6
Garry's Mod,30,32034.15
Garry's Mod,29,26910.72
Garry's Mod,28,26056.85
Garry's Mod,27,26252
Garry's Mod,26,34337.56
Garry's Mod,25,35001.3
Garry's Mod,24,31239.04
Garry's Mod,23,24557.88
Garry's Mod,22,25563.9
Garry's Mod,21,23922.38
Garry's Mod,20,25494.38
Garry's Mod,19,28318.7
Garry's Mod,18,23649.98
Garry's Mod,17,18148.9
Garry's Mod,16,16791.65
Garry's Mod,15,20672.02
Garry's Mod,14,20829.67
Garry's Mod,13,19277.37
Garry's Mod,12,13800.82
Garry's Mod,11,12034.45
Garry's Mod,10,13753.29
Garry's Mod,9,14262.18
Garry's Mod,8,14254.57
Garry's Mod,7,13643.51
Garry's Mod,6,10729.83
Garry's Mod,5,8272.51
Garry's Mod,4,5579.99
Garry's Mod,3,4529.08
Garry's Mod,2,6867.33
Garry's Mod,1,7965.94
Dead by Daylight,57,35348.46
Dead by Daylight,56,36342.49
Dead by Daylight,55,35632.18
Dead by Daylight,54,36283.14
Dead by Daylight,53,33472.92
Dead by Daylight,52,39898.35
Dead by Daylight,51,40148.29
Dead by Daylight,50,40537.08
Dead by Daylight,49,40479.91
Dead by Daylight,48,33732.64
Dead by Daylight,47,32392.67
Dead by Daylight,46,30347.14
Dead by Daylight,45,23421.23
Dead by Daylight,44,23582.15
Dead by Daylight,43,23102.8
Dead by Daylight,42,23463.37
Dead by Daylight,41,20384.08
Dead by Daylight,40,23458.77
Dead by Daylight,39,19253.31
Dead by Daylight,38,19102.64
Dead by Daylight,37,21505.73
Dead by Daylight,36,20564.66
Dead by Daylight,35,16960.01
Dead by Daylight,34,16380.76
Dead by Daylight,33,19176.79
Dead by Daylight,32,22079.07
Dead by Daylight,31,19722.54
Dead by Daylight,30,18524.02
Dead by Daylight,29,22495.91
Dead by Daylight,28,21889.9
Dead by Daylight,27,19526.24
Dead by Daylight,26,22148.94
Dead by Daylight,25,19506.18
Dead by Daylight,24,13794.19
Dead by Daylight,23,12591.08
Dead by Daylight,22,13256.02
Dead by Daylight,21,16713.46
Dead by Daylight,20,14626.25
Dead by Daylight,19,13605.69
Dead by Daylight,18,14356.79
Dead by Daylight,17,14883.44
Dead by Daylight,16,14490.63
Dead by Daylight,15,12362.26
Dead by Daylight,14,10292.33
Dead by Daylight,13,9956.68
Dead by Daylight,12,8921.47
Dead by Daylight,11,8416.03
Dead by Daylight,10,9554.36
Dead by Daylight,9,11338.16
Dead by Daylight,8,15126.89
Dead by Daylight,7,17040.03
Dead by Daylight,6,14971.33
Dead by Daylight,5,12324.01
Dead by Daylight,4,12861.78
Dead by Daylight,3,15832.73
Dead by Daylight,2,13338.93
Dead by Daylight,1,11247.77
Dyson Sphere Program,2,31810.51
Dyson Sphere Program,1,25524.93
War Thunder,95,28602.47
War Thunder,94,27477.69
War Thunder,93,27036.2
War Thunder,92,28444.6
War Thunder,91,20961.98
War Thunder,90,21211.97
War Thunder,89,21501.04
War Thunder,88,19152.43
War Thunder,87,20400.64
War Thunder,86,22476.99
War Thunder,85,24790.16
War Thunder,84,20321.06
War Thunder,83,14918.34
War Thunder,82,13825.4
War Thunder,81,13388.39
War Thunder,80,12414.53
War Thunder,79,12547.42
War Thunder,78,12555.42
War Thunder,77,12066.54
War Thunder,76,11063.03
War Thunder,75,11674.33
War Thunder,74,12150.26
War Thunder,73,13294.67
War Thunder,72,13475.33
War Thunder,71,12114.54
War Thunder,70,13420.26
War Thunder,69,13328.36
War Thunder,68,12250.51
War Thunder,67,12690.64
War Thunder,66,11940.84
War Thunder,65,11968.81
War Thunder,64,11527.68
War Thunder,63,12372.09
War Thunder,62,11540.18
War Thunder,61,13183.49
War Thunder,60,13431.58
War Thunder,59,11090.97
War Thunder,58,11615.32
War Thunder,57,11879.4
War Thunder,56,11951.74
War Thunder,55,10681.39
War Thunder,54,10464.8
War Thunder,53,10150.01
War Thunder,52,9379.97
War Thunder,51,10304.06
War Thunder,50,10789.19
War Thunder,49,10830.48
War Thunder,48,10994.24
War Thunder,47,10829.32
War Thunder,46,11347.94
War Thunder,45,10650.6
War Thunder,44,9924.85
War Thunder,43,11016.75
War Thunder,42,9529.8
War Thunder,41,10075.81
War Thunder,40,9696.34
War Thunder,39,11079.32
War Thunder,38,10336.49
War Thunder,37,11093.15
War Thunder,36,11608.99
War Thunder,35,10393.47
War Thunder,34,11192.82
War Thunder,33,11284.34
War Thunder,32,11495.83
War Thunder,31,9089.42
War Thunder,30,8864.56
War Thunder,29,10184.55
War Thunder,28,11123.5
War Thunder,27,10054.55
War Thunder,26,13205.13
War Thunder,25,11579.25
War Thunder,24,14284.9
War Thunder,23,13214.57
War Thunder,22,11169.53
War Thunder,21,10354.59
War Thunder,20,8193.81
War Thunder,19,8940.65
War Thunder,18,6291.17
War Thunder,17,7620.39
War Thunder,16,7504.58
War Thunder,15,8606.26
War Thunder,14,10863.41
War Thunder,13,7091.33
War Thunder,12,5441.85
War Thunder,11,6207.97
War Thunder,10,7076.68
War Thunder,9,6825.75
War Thunder,8,5615.08
War Thunder,7,5812.89
War Thunder,6,7586.98
War Thunder,5,4119.29
War Thunder,4,0.05
War Thunder,3,0.08
War Thunder,2,0
War Thunder,1,0.02
Cyberpunk 2077,3,24704.84
Cyberpunk 2077,2,82146.66
Cyberpunk 2077,1,332395.65
Total War: WARHAMMER II,47,28417.62
Total War: WARHAMMER II,46,24622.4
Total War: WARHAMMER II,45,27998.4
Total War: WARHAMMER II,44,20983.62
Total War: WARHAMMER II,43,20153.1
Total War: WARHAMMER II,42,16777.08
Total War: WARHAMMER II,41,20059.38
Total War: WARHAMMER II,40,24552.56
Total War: WARHAMMER II,39,31423.39
Total War: WARHAMMER II,38,35611.15
Total War: WARHAMMER II,37,24100.22
Total War: WARHAMMER II,36,20736.44
Total War: WARHAMMER II,35,20475.08
Total War: WARHAMMER II,34,22945.57
Total War: WARHAMMER II,33,24790.18
Total War: WARHAMMER II,32,15565.71
Total War: WARHAMMER II,31,18870.28
Total War: WARHAMMER II,30,17951.9
Total War: WARHAMMER II,29,11428.58
Total War: WARHAMMER II,28,12276.74
Total War: WARHAMMER II,27,12082.23
