gamename,Period,avg
Call of Duty: World at War,85,833.97
Call of Duty: World at War,84,809.4
Call of Duty: World at War,83,674.66
Call of Duty: World at War,82,739.41
Call of Duty: World at War,81,653.1
Call of Duty: World at War,80,626.99
Call of Duty: World at War,79,670.96
Call of Duty: World at War,78,704.41
Call of Duty: World at War,77,736.78
Call of Duty: World at War,76,729.42
Call of Duty: World at War,75,762.24
Call of Duty: World at War,74,753.83
Call of Duty: World at War,73,872.39
Call of Duty: World at War,72,819.6
Call of Duty: World at War,71,742.6
Call of Duty: World at War,70,780.23
Call of Duty: World at War,69,913.51
Call of Duty: World at War,68,912.83
Call of Duty: World at War,67,922.78
Call of Duty: World at War,66,962.45
Call of Duty: World at War,65,1030.81
Call of Duty: World at War,64,1109.22
Call of Duty: World at War,63,1006.55
Call of Duty: World at War,62,1212.1
Call of Duty: World at War,61,1450.3
Call of Duty: World at War,60,1648.68
Call of Duty: World at War,59,1778.04
Call of Duty: World at War,58,1331.16
Call of Duty: World at War,57,1185.88
Call of Duty: World at War,56,1237.65
Call of Duty: World at War,55,1455.09
Call of Duty: World at War,54,1510.16
Call of Duty: World at War,53,1413.43
Call of Duty: World at War,52,1642.33
Call of Duty: World at War,51,1790.91
Call of Duty: World at War,50,1818.28
Call of Duty: World at War,49,2256.98
Call of Duty: World at War,48,2030.09
Call of Duty: World at War,47,1749.95
Call of Duty: World at War,46,1905.67
Call of Duty: World at War,45,1608.76
Call of Duty: World at War,44,1809.97
Call of Duty: World at War,43,1978.83
Call of Duty: World at War,42,2016.79
Call of Duty: World at War,41,1645.02
Call of Duty: World at War,40,1680.37
Call of Duty: World at War,39,1834.06
Call of Duty: World at War,38,1931.04
Call of Duty: World at War,37,2028.1
Call of Duty: World at War,36,1801.66
Call of Duty: World at War,35,1714.72
Call of Duty: World at War,34,1172.68
Call of Duty: World at War,33,1131.07
Call of Duty: World at War,32,1218.79
Call of Duty: World at War,31,1451.19
Call of Duty: World at War,30,1131.12
Call of Duty: World at War,29,700.47
Call of Duty: World at War,28,646.55
Call of Duty: World at War,27,764.63
Call of Duty: World at War,26,736.1
Call of Duty: World at War,25,676.11
Call of Duty: World at War,24,615.87
Call of Duty: World at War,23,691.75
Call of Duty: World at War,22,457.42
Call of Duty: World at War,21,479.47
Call of Duty: World at War,20,451.26
Call of Duty: World at War,19,481.07
Call of Duty: World at War,18,388.2
Call of Duty: World at War,17,328.85
Call of Duty: World at War,16,354.16
Call of Duty: World at War,15,424.19
Call of Duty: World at War,14,388.18
Call of Duty: World at War,13,372.01
Call of Duty: World at War,12,388.95
Call of Duty: World at War,11,402.44
Call of Duty: World at War,10,379.77
Call of Duty: World at War,9,416.18
Call of Duty: World at War,8,447.26
Call of Duty: World at War,7,420.8
Call of Duty: World at War,6,380.38
Call of Duty: World at War,5,333.71
Call of Duty: World at War,4,267.41
Call of Duty: World at War,3,261.74
Call of Duty: World at War,2,281.46
Call of Duty: World at War,1,309.34
The Plan,85,5.01
The Plan,84,4.67
The Plan,83,4.72
The Plan,82,5.64
The Plan,81,4.68
The Plan,80,3.74
The Plan,79,0.97
The Plan,78,1.03
The Plan,77,2.48
The Plan,76,1.07
The Plan,75,1.05
The Plan,74,1.07
The Plan,73,0.87
The Plan,72,1.41
The Plan,71,2.36
The Plan,70,1.28
The Plan,69,1.38
The Plan,68,0.39
The Plan,67,0.47
The Plan,66,0.86
The Plan,65,0.96
The Plan,64,0.96
The Plan,63,0.51
The Plan,62,0.98
The Plan,61,0.59
The Plan,60,0.6
The Plan,59,0.87
The Plan,58,0.55
The Plan,57,0.55
The Plan,56,0.97
The Plan,55,1.05
The Plan,54,0.77
The Plan,53,1.24
The Plan,52,1.4
The Plan,51,1.37
The Plan,50,1.24
The Plan,49,1.61
The Plan,48,2.63
The Plan,47,2.95
The Plan,46,2.63
The Plan,45,1.82
The Plan,44,1.49
The Plan,43,1.71
The Plan,42,2.11
The Plan,41,2.24
The Plan,40,1.16
The Plan,39,1.34
The Plan,38,1.37
The Plan,37,1.5
The Plan,36,1.91
The Plan,35,1.58
The Plan,34,1.28
The Plan,33,1.59
The Plan,32,1.63
The Plan,31,1.98
The Plan,30,2.59
The Plan,29,1.75
The Plan,28,1.85
The Plan,27,2.12
The Plan,26,2.59
The Plan,25,3.37
The Plan,24,3.23
The Plan,23,2.33
The Plan,22,2.21
The Plan,21,2.1
The Plan,20,2.41
The Plan,19,3.08
The Plan,18,3.33
The Plan,17,2.85
The Plan,16,2.88
The Plan,15,3.25
The Plan,14,3.09
The Plan,13,3.97
The Plan,12,4.3
The Plan,11,3.08
The Plan,10,3.34
The Plan,9,3.45
The Plan,8,4.61
The Plan,7,6.15
The Plan,6,8.35
The Plan,5,9.86
The Plan,4,10.21
The Plan,3,16.16
The Plan,2,26.71
The Plan,1,81.29
Creativerse,79,323.06
Creativerse,78,333.11
Creativerse,77,340.05
Creativerse,76,363.39
Creativerse,75,409.44
Creativerse,74,564.05
Creativerse,73,392.32
Creativerse,72,374.57
Creativerse,71,414.19
Creativerse,70,587.47
Creativerse,69,710.12
Creativerse,68,583.51
Creativerse,67,463.63
Creativerse,66,402.53
Creativerse,65,431.64
Creativerse,64,471.47
Creativerse,63,408.58
Creativerse,62,391.03
Creativerse,61,459.73
Creativerse,60,440.42
Creativerse,59,427.28
Creativerse,58,444.63
Creativerse,57,455.63
Creativerse,56,484.42
Creativerse,55,512.68
Creativerse,54,618.47
Creativerse,53,634.53
Creativerse,52,630.16
Creativerse,51,679.49
Creativerse,50,754.09
Creativerse,49,756.28
Creativerse,48,799.6
Creativerse,47,839.84
Creativerse,46,921.68
Creativerse,45,865.19
Creativerse,44,984.12
Creativerse,43,1170.72
Creativerse,42,1227.86
Creativerse,41,1270.05
Creativerse,40,1207.54
Creativerse,39,1383.98
Creativerse,38,1343.95
Creativerse,37,1817.42
Creativerse,36,2435.74
Creativerse,35,3214.99
Creativerse,34,4275.03
Creativerse,33,1587.63
Creativerse,32,1543.24
Creativerse,31,1782.68
Creativerse,30,1634.58
Creativerse,29,1739.6
Creativerse,28,1456.11
Creativerse,27,1330.76
Creativerse,26,1269.62
Creativerse,25,1876.47
Creativerse,24,1475.95
Creativerse,23,1575.69
Creativerse,22,1458.93
Creativerse,21,1448
Creativerse,20,1656.6
Creativerse,19,1983.69
Creativerse,18,1940.68
Creativerse,17,1815.9
Creativerse,16,1188.96
Creativerse,15,247.99
Creativerse,14,94.08
Creativerse,13,76.66
Creativerse,12,80.36
Creativerse,11,104.76
Creativerse,10,103.6
Creativerse,9,153.61
Creativerse,8,301.24
Creativerse,7,106.21
Creativerse,6,82.58
Creativerse,5,100.28
Creativerse,4,33.03
Creativerse,3,25.81
Creativerse,2,35.34
Creativerse,1,36.29
Shadow Warrior,97,40.32
Shadow Warrior,96,48.32
Shadow Warrior,95,45.59
Shadow Warrior,94,46.07
Shadow Warrior,93,39.47
Shadow Warrior,92,42.36
Shadow Warrior,91,60.61
Shadow Warrior,90,137.61
Shadow Warrior,89,48.41
Shadow Warrior,88,57.44
Shadow Warrior,87,81.7
Shadow Warrior,86,55.63
Shadow Warrior,85,43.03
Shadow Warrior,84,53.94
Shadow Warrior,83,49.4
Shadow Warrior,82,42.53
Shadow Warrior,81,37.21
Shadow Warrior,80,56.88
Shadow Warrior,79,47.97
Shadow Warrior,78,61.22
Shadow Warrior,77,68.2
Shadow Warrior,76,47.37
Shadow Warrior,75,49.31
Shadow Warrior,74,84.76
Shadow Warrior,73,63.35
Shadow Warrior,72,63.3
Shadow Warrior,71,69.59
Shadow Warrior,70,66.24
Shadow Warrior,69,86.66
Shadow Warrior,68,60.49
Shadow Warrior,67,71.12
Shadow Warrior,66,100.31
Shadow Warrior,65,107.93
Shadow Warrior,64,115.89
Shadow Warrior,63,85.91
Shadow Warrior,62,109.63
Shadow Warrior,61,123.94
Shadow Warrior,60,143.22
Shadow Warrior,59,168.3
Shadow Warrior,58,178.08
Shadow Warrior,57,244.58
Shadow Warrior,56,507.45
Shadow Warrior,55,1277.4
Shadow Warrior,54,1088.46
Shadow Warrior,53,92.83
Shadow Warrior,52,121.47
Shadow Warrior,51,54.92
Shadow Warrior,50,68.93
Shadow Warrior,49,170.03
Shadow Warrior,48,119
Shadow Warrior,47,136.25
Shadow Warrior,46,139.96
Shadow Warrior,45,308.82
Shadow Warrior,44,143.77
Shadow Warrior,43,164.6
Shadow Warrior,42,137.53
Shadow Warrior,41,143.59
Shadow Warrior,40,352.37
Shadow Warrior,39,149.42
Shadow Warrior,38,190.62
Shadow Warrior,37,117.33
Shadow Warrior,36,153.43
Shadow Warrior,35,158.45
Shadow Warrior,34,108.77
Shadow Warrior,33,76
Shadow Warrior,32,93.39
Shadow Warrior,31,251.24
Shadow Warrior,30,103.03
Shadow Warrior,29,188.31
Shadow Warrior,28,77.55
Shadow Warrior,27,139.99
Shadow Warrior,26,118.75
Shadow Warrior,25,122.45
Shadow Warrior,24,241.63
Shadow Warrior,23,491.06
Shadow Warrior,22,247.45
Shadow Warrior,21,50.47
Shadow Warrior,20,56.15
Shadow Warrior,19,73.21
Shadow Warrior,18,153.39
Shadow Warrior,17,150.72
Shadow Warrior,16,89.39
Shadow Warrior,15,132.32
Shadow Warrior,14,196.35
Shadow Warrior,13,112.96
Shadow Warrior,12,256.34
Shadow Warrior,11,548.77
Shadow Warrior,10,103.46
Shadow Warrior,9,248.11
Shadow Warrior,8,171.3
Shadow Warrior,7,0.64
Shadow Warrior,6,0.01
Shadow Warrior,5,0
Shadow Warrior,4,0
Shadow Warrior,3,0
Shadow Warrior,2,0
Shadow Warrior,1,0
A Story About My Uncle,82,37.01
A Story About My Uncle,81,52.85
A Story About My Uncle,80,75.85
A Story About My Uncle,79,49.5
A Story About My Uncle,78,62.5
A Story About My Uncle,77,67.64
A Story About My Uncle,76,76.82
A Story About My Uncle,75,105.01
A Story About My Uncle,74,125.23
A Story About My Uncle,73,78.82
A Story About My Uncle,72,85.81
A Story About My Uncle,71,72.8
A Story About My Uncle,70,54.54
A Story About My Uncle,69,71.48
A Story About My Uncle,68,110.92
A Story About My Uncle,67,60.83
A Story About My Uncle,66,84.04
A Story About My Uncle,65,57.98
A Story About My Uncle,64,59.88
A Story About My Uncle,63,120.37
A Story About My Uncle,62,182
A Story About My Uncle,61,239.78
A Story About My Uncle,60,226.56
A Story About My Uncle,59,214.57
A Story About My Uncle,58,526.29
A Story About My Uncle,57,4158.67
A Story About My Uncle,56,22.03
A Story About My Uncle,55,29.62
A Story About My Uncle,54,12.89
A Story About My Uncle,53,15.36
A Story About My Uncle,52,15.59
A Story About My Uncle,51,25.82
A Story About My Uncle,50,40.69
A Story About My Uncle,49,19.97
A Story About My Uncle,48,19.22
A Story About My Uncle,47,22.17
A Story About My Uncle,46,25.14
A Story About My Uncle,45,34.58
A Story About My Uncle,44,40.45
A Story About My Uncle,43,48.52
A Story About My Uncle,42,22.58
A Story About My Uncle,41,25.86
A Story About My Uncle,40,37.85
A Story About My Uncle,39,45.77
A Story About My Uncle,38,50.94
A Story About My Uncle,37,40.48
A Story About My Uncle,36,31.43
A Story About My Uncle,35,26.76
A Story About My Uncle,34,44.74
A Story About My Uncle,33,32.13
A Story About My Uncle,32,36.84
A Story About My Uncle,31,33.44
A Story About My Uncle,30,46.05
A Story About My Uncle,29,33.59
A Story About My Uncle,28,96.47
A Story About My Uncle,27,70.45
A Story About My Uncle,26,123.81
A Story About My Uncle,25,34.79
A Story About My Uncle,24,42.25
A Story About My Uncle,23,130.57
A Story About My Uncle,22,35.84
A Story About My Uncle,21,35.28
A Story About My Uncle,20,37.61
A Story About My Uncle,19,55.2
A Story About My Uncle,18,18.1
A Story About My Uncle,17,31.91
A Story About My Uncle,16,23.44
A Story About My Uncle,15,16.95
A Story About My Uncle,14,50.4
A Story About My Uncle,13,19.73
A Story About My Uncle,12,29.27
A Story About My Uncle,11,14.4
A Story About My Uncle,10,23.56
A Story About My Uncle,9,16.48
A Story About My Uncle,8,34.83
A Story About My Uncle,7,9.14
A Story About My Uncle,6,16.95
A Story About My Uncle,5,7.1
A Story About My Uncle,4,13.52
A Story About My Uncle,3,6.38
A Story About My Uncle,2,24.21
A Story About My Uncle,1,13.68
Risk of Rain 2,23,5151.47
Risk of Rain 2,22,7120.88
Risk of Rain 2,21,5297.05
Risk of Rain 2,20,5227.68
Risk of Rain 2,19,5591.63
Risk of Rain 2,18,12877.78
Risk of Rain 2,17,25249.95
Risk of Rain 2,16,4531.83
Risk of Rain 2,15,3584.73
Risk of Rain 2,14,5601.93
Risk of Rain 2,13,18430.64
Risk of Rain 2,12,5353.44
Risk of Rain 2,11,5645.91
Risk of Rain 2,10,7753.84
Risk of Rain 2,9,7172.19
Risk of Rain 2,8,2718.21
Risk of Rain 2,7,4471.81
Risk of Rain 2,6,6510.93
Risk of Rain 2,5,3014.64
Risk of Rain 2,4,4491.45
Risk of Rain 2,3,5204.26
Risk of Rain 2,2,8105.01
Risk of Rain 2,1,21406.83
Mirror's Edge,104,131.32
Mirror's Edge,103,101.06
Mirror's Edge,102,105.17
Mirror's Edge,101,86.58
Mirror's Edge,100,80.48
Mirror's Edge,99,107.07
Mirror's Edge,98,100.4
Mirror's Edge,97,221.79
Mirror's Edge,96,721.81
Mirror's Edge,95,58.29
Mirror's Edge,94,65.05
Mirror's Edge,93,56.82
Mirror's Edge,92,49.71
Mirror's Edge,91,68.05
Mirror's Edge,90,76.26
Mirror's Edge,89,84.96
Mirror's Edge,88,40.27
Mirror's Edge,87,42.19
Mirror's Edge,86,75.35
Mirror's Edge,85,77.91
Mirror's Edge,84,60.07
Mirror's Edge,83,41.16
Mirror's Edge,82,40.95
Mirror's Edge,81,44.69
Mirror's Edge,80,62.11
Mirror's Edge,79,66.06
Mirror's Edge,78,71.83
Mirror's Edge,77,57.65
Mirror's Edge,76,44.34
Mirror's Edge,75,52.11
Mirror's Edge,74,57.48
Mirror's Edge,73,83.11
Mirror's Edge,72,145.35
Mirror's Edge,71,61.49
Mirror's Edge,70,58.29
Mirror's Edge,69,67.62
Mirror's Edge,68,150.56
Mirror's Edge,67,82.1
Mirror's Edge,66,90.99
Mirror's Edge,65,79.12
Mirror's Edge,64,65.59
Mirror's Edge,63,60.78
Mirror's Edge,62,71.94
Mirror's Edge,61,103.35
Mirror's Edge,60,95.96
Mirror's Edge,59,69.14
Mirror's Edge,58,94.99
Mirror's Edge,57,125.32
Mirror's Edge,56,77.95
Mirror's Edge,55,106.74
Mirror's Edge,54,108.76
Mirror's Edge,53,91.59
Mirror's Edge,52,85.79
Mirror's Edge,51,89.99
Mirror's Edge,50,172.22
Mirror's Edge,49,234.8
Mirror's Edge,48,311.27
Mirror's Edge,47,130.59
Mirror's Edge,46,157.66
Mirror's Edge,45,121.76
Mirror's Edge,44,172.99
Mirror's Edge,43,205.72
Mirror's Edge,42,240.23
Mirror's Edge,41,151.86
Mirror's Edge,40,95.24
Mirror's Edge,39,104.72
Mirror's Edge,38,157.76
Mirror's Edge,37,149.44
Mirror's Edge,36,276.9
Mirror's Edge,35,115.03
Mirror's Edge,34,120.65
Mirror's Edge,33,192.47
Mirror's Edge,32,153.44
Mirror's Edge,31,180.82
Mirror's Edge,30,252.05
Mirror's Edge,29,132.09
Mirror's Edge,28,119.44
Mirror's Edge,27,213.03
Mirror's Edge,26,150.4
Mirror's Edge,25,194.26
Mirror's Edge,24,376.31
Mirror's Edge,23,167.94
Mirror's Edge,22,129.14
Mirror's Edge,21,134.04
Mirror's Edge,20,267.17
Mirror's Edge,19,163.44
Mirror's Edge,18,204.68
Mirror's Edge,17,164.25
Mirror's Edge,16,282.79
Mirror's Edge,15,419.39
Mirror's Edge,14,982.15
Mirror's Edge,13,208.53
Mirror's Edge,12,118.28
Mirror's Edge,11,68.06
Mirror's Edge,10,130.68
Mirror's Edge,9,64.67
Mirror's Edge,8,73.08
Mirror's Edge,7,142.82
Mirror's Edge,6,270.4
Mirror's Edge,5,73.8
Mirror's Edge,4,47.97
Mirror's Edge,3,73.73
Mirror's Edge,2,133.21
Mirror's Edge,1,360.25
Prey,46,418.42
Prey,45,499.64
Prey,44,530.49
Prey,43,444.34
Prey,42,379.54
Prey,41,441.58
Prey,40,777.01
Prey,39,660.63
Prey,38,498.1
Prey,37,493.84
Prey,36,567.85
Prey,35,489.29
Prey,34,508.62
Prey,33,622.19
Prey,32,573.51
Prey,31,478.61
Prey,30,464.13
Prey,29,622.26
Prey,28,1325.35
Prey,27,1898.43
Prey,26,570.8
Prey,25,374.32
Prey,24,369.33
Prey,23,474.72
Prey,22,486.4
Prey,21,693.64
Prey,20,950.38
Prey,19,536.42
Prey,18,449.63
Prey,17,617.25
Prey,16,1107.49
Prey,15,1357.56
Prey,14,1452.83
Prey,13,448.86
Prey,12,454.48
Prey,11,535.25
Prey,10,671.67
Prey,9,1069.86
Prey,8,1128.26
Prey,7,755.63
Prey,6,647.11
Prey,5,1036.09
Prey,4,1380.83
Prey,3,1238
Prey,2,1799.71
Prey,1,7144.1
HuniePop,74,670.08
HuniePop,73,315.04
HuniePop,72,283.87
HuniePop,71,219.42
HuniePop,70,183.17
HuniePop,69,193.82
HuniePop,68,206.18
HuniePop,67,310.61
HuniePop,66,246.29
HuniePop,65,214.38
HuniePop,64,218.51
HuniePop,63,211.02
HuniePop,62,223.59
HuniePop,61,292.68
HuniePop,60,274.24
HuniePop,59,198.16
HuniePop,58,161.46
HuniePop,57,169.97
HuniePop,56,189.7
HuniePop,55,277.49
HuniePop,54,227.28
HuniePop,53,200.08
HuniePop,52,188.73
HuniePop,51,193.32
HuniePop,50,233.32
HuniePop,49,264.36
HuniePop,48,261.85
HuniePop,47,220.12
HuniePop,46,171.93
HuniePop,45,220.47
HuniePop,44,228.54
HuniePop,43,372.49
HuniePop,42,359.69
HuniePop,41,268.64
HuniePop,40,232.04
HuniePop,39,269.66
HuniePop,38,346.23
HuniePop,37,433.23
HuniePop,36,419.1
HuniePop,35,336.46
HuniePop,34,298.31
HuniePop,33,481.52
HuniePop,32,255.88
HuniePop,31,403.11
HuniePop,30,372.77
HuniePop,29,222.07
HuniePop,28,294.12
HuniePop,27,267.69
HuniePop,26,309.65
HuniePop,25,387.97
HuniePop,24,334.34
HuniePop,23,264.6
HuniePop,22,195.14
HuniePop,21,199.09
HuniePop,20,246.7
HuniePop,19,436.97
HuniePop,18,423.56
HuniePop,17,331.04
HuniePop,16,452.29
HuniePop,15,294.55
HuniePop,14,425.08
HuniePop,13,669.36
HuniePop,12,948.76
HuniePop,11,474.72
HuniePop,10,282.22
HuniePop,9,589.93
HuniePop,8,540.13
HuniePop,7,345.87
HuniePop,6,736.91
HuniePop,5,418.22
HuniePop,4,402.18
HuniePop,3,243.99
HuniePop,2,402.42
HuniePop,1,783.66
Fallout 3 - Game of the Year Edition,104,230.47
Fallout 3 - Game of the Year Edition,103,245.25
Fallout 3 - Game of the Year Edition,102,246.1
Fallout 3 - Game of the Year Edition,101,271.78
Fallout 3 - Game of the Year Edition,100,234.36
Fallout 3 - Game of the Year Edition,99,218.12
Fallout 3 - Game of the Year Edition,98,328.61
Fallout 3 - Game of the Year Edition,97,311.88
Fallout 3 - Game of the Year Edition,96,254.91
Fallout 3 - Game of the Year Edition,95,304.55
Fallout 3 - Game of the Year Edition,94,354.12
Fallout 3 - Game of the Year Edition,93,292.47
Fallout 3 - Game of the Year Edition,92,257.51
Fallout 3 - Game of the Year Edition,91,297.62
Fallout 3 - Game of the Year Edition,90,286.35
Fallout 3 - Game of the Year Edition,89,282.15
Fallout 3 - Game of the Year Edition,88,276.27
Fallout 3 - Game of the Year Edition,87,244.79
Fallout 3 - Game of the Year Edition,86,317.69
Fallout 3 - Game of the Year Edition,85,320.41
Fallout 3 - Game of the Year Edition,84,270.08
Fallout 3 - Game of the Year Edition,83,244.71
Fallout 3 - Game of the Year Edition,82,199.38
Fallout 3 - Game of the Year Edition,81,217.72
Fallout 3 - Game of the Year Edition,80,242.57
Fallout 3 - Game of the Year Edition,79,306.45
Fallout 3 - Game of the Year Edition,78,377.29
Fallout 3 - Game of the Year Edition,77,378.49
Fallout 3 - Game of the Year Edition,76,349.78
Fallout 3 - Game of the Year Edition,75,316.02
Fallout 3 - Game of the Year Edition,74,399.03
Fallout 3 - Game of the Year Edition,73,535.62
Fallout 3 - Game of the Year Edition,72,685.17
Fallout 3 - Game of the Year Edition,71,363.28
Fallout 3 - Game of the Year Edition,70,321.33
Fallout 3 - Game of the Year Edition,69,338.17
Fallout 3 - Game of the Year Edition,68,365.28
Fallout 3 - Game of the Year Edition,67,400.31
Fallout 3 - Game of the Year Edition,66,391.53
Fallout 3 - Game of the Year Edition,65,361.28
Fallout 3 - Game of the Year Edition,64,383.76
Fallout 3 - Game of the Year Edition,63,379.2
Fallout 3 - Game of the Year Edition,62,392.85
Fallout 3 - Game of the Year Edition,61,421.91
Fallout 3 - Game of the Year Edition,60,400.3
Fallout 3 - Game of the Year Edition,59,367.86
Fallout 3 - Game of the Year Edition,58,367.7
Fallout 3 - Game of the Year Edition,57,305.71
Fallout 3 - Game of the Year Edition,56,345.51
Fallout 3 - Game of the Year Edition,55,393.95
Fallout 3 - Game of the Year Edition,54,370.94
Fallout 3 - Game of the Year Edition,53,333.43
Fallout 3 - Game of the Year Edition,52,322.75
Fallout 3 - Game of the Year Edition,51,314.32
Fallout 3 - Game of the Year Edition,50,402.5
Fallout 3 - Game of the Year Edition,49,407.66
Fallout 3 - Game of the Year Edition,48,406.48
Fallout 3 - Game of the Year Edition,47,381.55
Fallout 3 - Game of the Year Edition,46,404.07
Fallout 3 - Game of the Year Edition,45,467.38
Fallout 3 - Game of the Year Edition,44,621.26
Fallout 3 - Game of the Year Edition,43,934.51
Fallout 3 - Game of the Year Edition,42,1415.31
Fallout 3 - Game of the Year Edition,41,2210.49
Fallout 3 - Game of the Year Edition,40,1540.07
Fallout 3 - Game of the Year Edition,39,1225.59
Fallout 3 - Game of the Year Edition,38,1675.65
Fallout 3 - Game of the Year Edition,37,2351.54
Fallout 3 - Game of the Year Edition,36,4061.45
Fallout 3 - Game of the Year Edition,35,583.02
Fallout 3 - Game of the Year Edition,34,530.71
Fallout 3 - Game of the Year Edition,33,565.68
Fallout 3 - Game of the Year Edition,32,618.6
Fallout 3 - Game of the Year Edition,31,704.97
Fallout 3 - Game of the Year Edition,30,744.74
Fallout 3 - Game of the Year Edition,29,925.26
Fallout 3 - Game of the Year Edition,28,490.64
Fallout 3 - Game of the Year Edition,27,537.72
Fallout 3 - Game of the Year Edition,26,728.88
Fallout 3 - Game of the Year Edition,25,1103.96
Fallout 3 - Game of the Year Edition,24,765.98
Fallout 3 - Game of the Year Edition,23,502.85
Fallout 3 - Game of the Year Edition,22,452.31
Fallout 3 - Game of the Year Edition,21,446.88
Fallout 3 - Game of the Year Edition,20,515.03
Fallout 3 - Game of the Year Edition,19,597.98
Fallout 3 - Game of the Year Edition,18,727.7
Fallout 3 - Game of the Year Edition,17,693.68
Fallout 3 - Game of the Year Edition,16,412.69
Fallout 3 - Game of the Year Edition,15,520.55
Fallout 3 - Game of the Year Edition,14,1026.81
Fallout 3 - Game of the Year Edition,13,887.12
Fallout 3 - Game of the Year Edition,12,420.45
Fallout 3 - Game of the Year Edition,11,423.57
Fallout 3 - Game of the Year Edition,10,399.87
Fallout 3 - Game of the Year Edition,9,399.2
Fallout 3 - Game of the Year Edition,8,445.45
Fallout 3 - Game of the Year Edition,7,504.61
Fallout 3 - Game of the Year Edition,6,493.54
Fallout 3 - Game of the Year Edition,5,473.4
Fallout 3 - Game of the Year Edition,4,326.42
Fallout 3 - Game of the Year Edition,3,421.17
Fallout 3 - Game of the Year Edition,2,759.37
Fallout 3 - Game of the Year Edition,1,1109
Arma 2: Operation Arrowhead,104,393.57
Arma 2: Operation Arrowhead,103,438.12
Arma 2: Operation Arrowhead,102,408.55
Arma 2: Operation Arrowhead,101,420.44
Arma 2: Operation Arrowhead,100,400.45
Arma 2: Operation Arrowhead,99,392.38
Arma 2: Operation Arrowhead,98,396.96
Arma 2: Operation Arrowhead,97,406.82
Arma 2: Operation Arrowhead,96,448.79
Arma 2: Operation Arrowhead,95,616.26
Arma 2: Operation Arrowhead,94,754.69
Arma 2: Operation Arrowhead,93,590.34
Arma 2: Operation Arrowhead,92,551.83
Arma 2: Operation Arrowhead,91,565.32
Arma 2: Operation Arrowhead,90,470.26
Arma 2: Operation Arrowhead,89,461.84
Arma 2: Operation Arrowhead,88,457.85
Arma 2: Operation Arrowhead,87,472.34
Arma 2: Operation Arrowhead,86,575.69
Arma 2: Operation Arrowhead,85,590.82
Arma 2: Operation Arrowhead,84,620.83
Arma 2: Operation Arrowhead,83,587.33
Arma 2: Operation Arrowhead,82,602.77
Arma 2: Operation Arrowhead,81,672.99
Arma 2: Operation Arrowhead,80,730.59
Arma 2: Operation Arrowhead,79,792.7
Arma 2: Operation Arrowhead,78,728.85
Arma 2: Operation Arrowhead,77,710.3
Arma 2: Operation Arrowhead,76,730.94
Arma 2: Operation Arrowhead,75,766.61
Arma 2: Operation Arrowhead,74,784.22
Arma 2: Operation Arrowhead,73,892.59
Arma 2: Operation Arrowhead,72,864.11
Arma 2: Operation Arrowhead,71,909.56
Arma 2: Operation Arrowhead,70,980.28
Arma 2: Operation Arrowhead,69,1158.73
Arma 2: Operation Arrowhead,68,1249.83
Arma 2: Operation Arrowhead,67,1344.67
Arma 2: Operation Arrowhead,66,1331.96
Arma 2: Operation Arrowhead,65,1287
Arma 2: Operation Arrowhead,64,1270.33
Arma 2: Operation Arrowhead,63,1230.83
Arma 2: Operation Arrowhead,62,1396.61
Arma 2: Operation Arrowhead,61,1661.27
Arma 2: Operation Arrowhead,60,1705.98
Arma 2: Operation Arrowhead,59,1799.53
Arma 2: Operation Arrowhead,58,2061.09
Arma 2: Operation Arrowhead,57,2015.73
Arma 2: Operation Arrowhead,56,2201.23
Arma 2: Operation Arrowhead,55,2535.57
Arma 2: Operation Arrowhead,54,2440.33
Arma 2: Operation Arrowhead,53,2516.67
Arma 2: Operation Arrowhead,52,2482.94
Arma 2: Operation Arrowhead,51,2473.73
Arma 2: Operation Arrowhead,50,2917.33
Arma 2: Operation Arrowhead,49,3386.29
Arma 2: Operation Arrowhead,48,3448.15
Arma 2: Operation Arrowhead,47,3404.64
Arma 2: Operation Arrowhead,46,3496.19
Arma 2: Operation Arrowhead,45,4151.94
Arma 2: Operation Arrowhead,44,4506.46
Arma 2: Operation Arrowhead,43,4909.47
Arma 2: Operation Arrowhead,42,4894.92
Arma 2: Operation Arrowhead,41,4450.08
Arma 2: Operation Arrowhead,40,4662.28
Arma 2: Operation Arrowhead,39,4438.13
Arma 2: Operation Arrowhead,38,5688.41
Arma 2: Operation Arrowhead,37,6038.7
Arma 2: Operation Arrowhead,36,6103.67
Arma 2: Operation Arrowhead,35,6108.17
Arma 2: Operation Arrowhead,34,5701.58
Arma 2: Operation Arrowhead,33,6834.78
Arma 2: Operation Arrowhead,32,7749.77
Arma 2: Operation Arrowhead,31,9373.97
Arma 2: Operation Arrowhead,30,9489.7
Arma 2: Operation Arrowhead,29,8733.25
Arma 2: Operation Arrowhead,28,8725.78
Arma 2: Operation Arrowhead,27,9181.11
Arma 2: Operation Arrowhead,26,11191.34
Arma 2: Operation Arrowhead,25,5684.88
Arma 2: Operation Arrowhead,24,3087.49
Arma 2: Operation Arrowhead,23,4165.34
Arma 2: Operation Arrowhead,22,3872.12
Arma 2: Operation Arrowhead,21,2910.85
Arma 2: Operation Arrowhead,20,3157.7
Arma 2: Operation Arrowhead,19,3372.87
Arma 2: Operation Arrowhead,18,3140.31
Arma 2: Operation Arrowhead,17,2889.55
Arma 2: Operation Arrowhead,16,2590.38
Arma 2: Operation Arrowhead,15,2898.18
